product,unit,Doller,Derham,Euro,code
"pilot switch, 1 n/c + 1 n/o, plug connectors 6.3 x 0.8",,17.09236032,62.8081,14.99,35
"pilot switch, 2 n/c + 2 n/o, plug connectors 6.3 x 0.8",,33.85404789,124.4011,29.69,35
"pilot switch, changeover 400 V AC / 2 A, 24 V DC / 6 A",,21.69897377,79.7357,19.03,35
"power supply 400 V AC / 24 V DC, 10 A, 24V",,346.63626,1273.76,304,35
"prism terminal, double, for Cu cables",,18.48346636,67.9199,16.21,35
"prism terminal, double, for Cu cables, 2x 150 mm²",,22.15507412,81.4117,19.43,35
"prism terminal, double, for Cu cables, 2x 185 mm²",,22.15507412,81.4117,19.43,35
"prism terminal, double, for Cu cables, 2x 70 - 120 mm²",,20.62713797,75.7971,18.09,35
"prism terminal, single, for Cu and Al cables",PC,13.55758267,49.8191,11.89,35
"prism terminal, single, for Cu and Al cables, 150 - 300 mm²",,14.5381984,53.4225,12.75,35
"prism terminal, single, for Cu and Al cables, 35 - 150 mm²",PCS,11.74458381,43.157,10.3,35
"profile terminal, 1000 - 2000 mm²",,124.0250855,455.7463,108.77,35
"profile terminal, 1200 - 3600 mm²",,138.4264538,508.666,121.4,35
"profile terminal, 320 - 800 mm²",,60.69555302,223.0337,53.23,35
"profile terminal, 320 - 800 mm²",,69.62371722,255.8414,61.06,35
"profile terminal, 500 - 1000 mm²",,73.21550741,269.0399,64.21,35
"profile terminal, 500 - 1260 mm²",,86.73888255,318.7333,76.07,35
"profile terminal, 500 - 750 mm²",,58.24401368,214.0252,51.08,35
"profile terminal, 600 - 1200 mm²",,77.90193843,286.2608,68.32,35
"profile terminal, 600 - 900 mm²",,59.04218928,216.9582,51.78,35
"profile terminal, 800 - 1600 mm²",,99.31584949,364.949,87.1,35
"ring gauge key, E 27 / E 33",,30.45610034,111.9149,26.71,35
"screw-in gauge ring fitter, E 27 / E 33",,16.12314709,59.2466,14.14,35
"set of holders for cover sections, for 3-pole busar",,17.83352338,65.5316,15.64,35
"Set of phase separators for UL installation, 3-pole",,21.1972634,77.8921,18.59,35
side-mounted module for busbar adapters,SETS,13.10148233,48.1431,11.49,35
"spacer, set, suitable for 01430",,15.27936146,56.146,13.4,35
"spacer, suitable for 01357",M,13.62599772,50.0705,11.95,35
"switch disconnector 3-pole + N, box terminal 95 mm²",,103.4891676,380.2844,90.76,35
"switch disconnector 3-pole + N, box terminal 95 mm²",,112.5883694,413.7206,98.74,35
"switch disconnector 3-pole + N, screw M10",,514.3101482,1889.8995,451.05,35
"switch disconnector 3-pole + N, screw M12",,5738.928164,21088.4376,5033.04,35
"switch disconnector 3-pole + N, screw M14",,1003.534778,3687.619,880.1,35
"switch disconnector 3-pole + N, screw M8",,103.4891676,380.2844,90.76,35
"switch disconnector 3-pole, box terminal 95 mm²",,97.21778791,357.2394,85.26,35
"switch disconnector 3-pole, box terminal",,184.9828962,679.7437,162.23,35
"switch disconnector 3-pole, connection screw M10",,519.7947548,1910.0534,455.86,35
"switch disconnector 3-pole, screw M10",,407.6852908,1498.0926,357.54,35
"switch disconnector 3-pole, screw M12",,4954.914481,18207.4774,4345.46,35
"switch disconnector 3-pole, screw M14",,1850.250855,6798.9873,1622.67,35
"switch disconnector 3-pole, screw M8",,100.3534778,368.7619,88.01,35
"switch disconnector with fuses, 3-pole, box terminal",,171.1630559,628.9609,150.11,35
"switch disconnector with fuses, 3-pole, screw M10",,519.7947548,1910.0534,455.86,35
"switch disconnector with fuses, 3-pole, screw M10",,700.3990878,2573.7075,614.25,35
"switch disconnector with fuses, 3-pole, screw M12",,1155.450399,4245.8527,1013.33,35
"switch disconnector with fuses, 3-pole, screw M8",,257.8107184,947.359,226.1,35
"switch disconnectors 3-pole, box terminal",,167.9703535,617.2289,147.31,35
"switch disconnectors 3-pole, screw M10",,461.1288483,1694.4779,404.41,35
"switch disconnectors 3-pole, screw M10",,577.7194983,2122.9054,506.66,35
"switch disconnectors 3-pole, screw M10",,577.7194983,2122.9054,506.66,35
"switch disconnectors 3-pole, screw M12",,782.6339795,2875.8903,686.37,35
"switch disconnectors 3-pole, screw M12",,782.6339795,2875.8903,686.37,35
"switch-disconnector for D0 fuses up to 63 A, ",,90.04561003,330.8843,78.97,35
"switch-disconnector for D0 fuses up to 63 A, with LED",,77.14937286,283.4954,67.66,35
"TCC section busbar 1600 mm², length 2.40 m, tinned",,887.7651083,3262.2083,778.57,35
terminal clamp for QUADRON®185Power,PCS,11.40250855,41.9,10,35
"terminal compartment cover, universal for NH-rails",,14.21892816,52.2493,12.47,35
"terminal for flat conductors, 40 x 25",,68.99657925,253.5369,60.51,35
terminal for round and sector shaped conductor,,68.99657925,253.5369,60.51,35
touch-safe protection shroud IP20 ,,46.31698974,170.1978,40.62,35
"trim cover, 2 parts, for NH-LTS size 2",,27.10376283,99.5963,23.77,35
"trim frame VMS, for boxes VMS",,16.28278221,59.8332,14.28,35
"trim frame, 215 x 330",SETS,12.3945268,45.5453,10.87,35
"trim frame, 248 x 330",PCS,12.3945268,45.5453,10.87,35
"trim frame, 290 x 330",,14.94868871,54.9309,13.11,35
"trim frame, triple- 340 x 210",,15.35917902,56.4393,13.47,35
"triple-T section busbar 1140 mm², length 2.40 m, tinned",,632.3375143,2323.6064,554.56,35
"triple-T section busbar 1140 mm², length 3.60 m, tinned",,949.8859749,3490.4795,833.05,35
"triple-T section busbar 1140 mm², length 453 mm, tinned",,135.5416192,498.0653,118.87,35
"triple-T section busbar 1140 mm², length 653 mm, tinned",,174.6522235,641.7823,153.17,35
"universal busbar support UL, 3-pole",,17.70809578,65.0707,15.53,35
"universal busbar support UL, 4-pole, with internal screw holes",,25.8608894,95.0292,22.68,35
"universal busbar support, 3-pole ",,15.24515393,56.0203,13.37,35
"universal busbar support, 3-pole with internal screw holes",PCS,12.86202965,47.2632,11.28,35
"universal busbar support, 4-pole with internal screw holes",,18.70011403,68.716,16.4,35
"wedge clamp terminal, 120 - 240 mm²",,14.60661345,53.6739,12.81,35
"wedge clamp terminal, single,  for Cu and Al cond",,14.2645382,52.4169,12.51,35
"wedge clamp terminal, single,  for Cu and Al cond",,14.2645382,52.4169,12.51,35
UL Listed 20W-60W Indoor Constant LED Driver Long Case,PC,6,22.02,5.16,36
400W Rainproof Power Supply for LED Light,PC,7,25.69,6.02,36
100W 12V Waterproof LED Driver with Bis,PC,11.5,42.205,9.89,36
20W 24V LED Lighting Driver,PC,2.5,9.175,2.15,36
Triac LED Driver 150W ,PC,17,62.39,14.62,36
Outdoor Waterproof 12V Slim LED,PC,16.5,60.555,14.19,36
Waterproof LED Triac Dimmable,PC,62,227.54,53.32,36
IP67 Waterproof LED,PC,26.5,97.255,22.79,36
IP20 12V 250W SMPS Switching LED,PC,13,47.71,11.18,36
Outdoor LED Driver 250W 36V IP65,PC,39,143.13,33.54,36
36V 5A IP65 Waterproof LED Switching,PC,58,212.86,49.88,36
80W-320W Outdoor Waterproof IP65/67 LED Driver,PC,35,128.45,30.1,36
AC DC Power Adapter 24V 7A Tattoo,PC,32,117.44,27.52,37
Mushroom QC3.0 LED Light 5 USB Ports,PC,12,44.04,10.32,37
Interchangeable Charger USB Adapter,PC,2.6,9.542,2.236,37
5W 3V/5V/9V/12V/15V Wall-Mounted Type  AC/DC Power Adapter,PC,3.7,13.579,3.182,37
AC DC Switching Power Adapter with CE FCC RoHS,PC,12,44.04,10.32,37
"Charger Laptop Adapter for HP Elite X3, HP Pavilion X2",PC,11,40.37,9.46,37
70W laptop AC DC Adapter with UL FCC,PC,9,33.03,7.74,37
Three Phase Dry Type Variable Transformer,PC,201,737.67,172.86,38
Box Type Power Transformer Distribution Substation,SET,500,1835,430,38
10/0.4kv Dry Type Transformer,PC,850,3119.5,731,38
Power Transformer/Voltage Regulating Transfomer,PC,26000,95420,22360,38
10kv 30-2500kVA 3 Phase Dry Type Transformer,SET,88000,322960,75680,38
35kv Find Power Distribution Transformer,PC,14000,51380,12040,38
Three-Phase Oil-Immersed Distributing Transformer,PC,16000,58720,13760,38
Transformer 3 Phase Dry Type Power Distribution Transformer,PC,19000,69730,16340,38
TPMS Tire Pressure Monitoring Sensors,PC,40,146.8,34.4,39
Water Treatment Combination pH Sensor for pH Meter,PC,300,1101,258,39
Car Front Rear Parking Sensor,PC,19,69.73,16.34,39
Recover Type Position Linear Sensor,PC,120,440.4,103.2,39
Capacitance Inductive Proximity Sensor Switch Lm480,PC,15,55.05,12.9,39
Digital Radar Oil Diesel Fuel Tank Level Sensor,PC,850,3119.5,731,39
Mk03 Seriesreed Sensors,PC,4742,17403.14,4078.12,39
SF6 Plus O2 Infrared Gas Sensor IR NDIR Leak Alarm,PC,250,917.5,215,39
"2.8V~3.6 V, Ultra-Low Power Pressure Sensor ",PC,85,311.95,73.1,39
"Small Thermostat Kts 011, Control Temperature",PC,4,14.68,3.44,40
Electronic Touch Screen Thermostat 16A 220V/230V,PC,19,69.73,16.34,40
Engine Coolant Thermostat Fits 12-18 Sonic 1.8L-L4,PC,16,58.72,13.76,40
Digital Programmable Controller Room Thermostat,PC,13,47.71,11.18,40
Refrigerator Thermostat (077B0021),PC,6,22.02,5.16,40
Water Pump Thermostat Assembly for VW Jetta ,PC,43,157.81,36.98,40
Thermostat Holder for Isuzu Truck 5-13716009-0 ,PC,150,550.5,129,40
Thermostat Mirror Surface for Electric Floor Heating,PC,19,69.73,16.34,40
Non Programmable RF Thermostats LCD Display 220V,PC,24,88.08,20.64,40
Small Compact Industrial Thermostat (KTO 011),PC,4,14.68,3.44,40
Water Boiler Heating Thermostat with WiFi,PC,29,106.43,24.94,40
Y2 Series Electric Motor for Pump and Blower,PC,58,212.86,49.88,41
Cast Iron Housing Three Phase Electric Motor,PC,100,367,86,41
12V 250W DC Brushed Gear Motor on Golf Trolleys,PC,108,396.36,92.88,41
Ie2/Ie3 Y2 Series Electric Industion Motor with 380V 50Hz,PC,35,128.45,30.1,41
OMR Series Hydraulic Driving Wheel Gear Orbital Motor,PC,55,201.85,47.3,41
Three Phase Asynchronous AC Induction Electric Gear ,PC,280,1027.6,240.8,41
3 Phase Asynchronous AC Induction Electrical Geared ,PC,200,734,172,41
DBM33 Diamond Core Drill Motor with 3300W Power,PC,590,2165.3,507.4,41
12V/24V DC Right Door Mechanism Motor,PC,37,135.79,31.82,41
ZD 90mm Small Electric DC Gear Motor,PC,83,304.61,71.38,41
Asynchronous Three Phase Electric Motor,SET,30000,110100,25800,41
"GPS Tracker for Car and Motorcycle, Acc Monitor (TK115)",PCS,28,102.76,24.08,41
GPS with Engine Cut off and Crash Alerts (GT08-KW),PCS,33,121.11,28.38,41
Foif A90 Gnss Rtk Receiver 555 Channels GPS (A90+),PCS,5275,19359.25,4536.5,41
Stonex S9 Gnss Rtk GPS,PCS,3200,11744,2752,41
Tk905 Waterproof GPS of Geo-Fencing Function,PCS,35,128.45,30.1,41
Car DVD GPS Toyota Land Cruiser Android,PCS,300,1101,258,41
Rtk GPS Receiver Surveying Instrument G992,PCS,11500,42205,9890,41
Trimble R2 GPS Gnss Rtk Rover Trimble GPS w,PCS,6600,24222,5676,41
GPS Tracking Device for Bike Motorcycle Car Lt02-Ez,PCS,18,66.06,15.48,41
GPS Rtk Receiver Base+Rover (V30),PCS,2980,10936.6,2562.8,41
Rtk GPS Surveying System,SET,11500,42205,9890,41
Five Wires Stripping Cutting Machine (DNBX-40),PC,3200,11744,2752,42
Auto SMT Machine Special for Limitless LED Strip,SET,90000,330300,77400,42
Interlock Hose Making Machine,PC,10000,36700,8600,42
Paper Cup Stripping Machine,SET,15000,55050,12900,42
Wire Terminal Cut Strip Crimp Machine,SET,30000,110100,25800,42
Full Stripping Paper Die Cutting Machine,PC,200000,734000,172000,42
Dual Purpose Die Cutting Machine with Stripping,PC,90000,330300,77400,42
Semi-Automatic Stripping Machine for Paperboard Cutting,PC,3700,13579,3182,42
Automatic Wire Stripping Cutting Machine,PC,2800,10276,2408,42
Plastic Recycling Packing Strip Making Machine,SET,120000,440400,103200,42
Multi Core Cable Stripping Cutting Machine,PC,6000,22020,5160,42
Indoor P4 High Resolution Video LED Display,M2,735,2697.45,632.1,43
Retnal Pixel Display Retal LED Display P3.9 P4.8,PC,35,128.45,30.1,43
Low Power Consumption Stage LED Display,M2,2000,7340,1720,43
Video Display Advertising LED Screen of SMD3535,M2,600,2202,516,43
P10 Full Color Outdoor LED Display,M2,600,2202,516,43
"Super Light Portable LED Display (P4.81, P5.95, P6.25)",M2,500,1835,430,43
P2.98mm Full Color Indoor LED Display,PC,220,807.4,189.2,43
IP65 Waterproof P6 SMD Outdoor LED Display Screen,M2,1000,3670,860,43
Outdoor Full Color 7000 CD P6/P8/P10 LED Display,M2,448,1644.16,385.28,43
P10mm 7500CD Advertising LED Display Screen,M2,492,1805.64,423.12,43
7500CD LED Screen Advertising Display (P4 P5 P6 P8 P10),BOX,499,1831.33,429.14,43
Mushroom Fresh Morel Organic Food,KGS,41,150.47,35.26,44
363 Type Sunflower Seed of Inner Mongolia,TONS,1230,4514.1,1057.8,44
Organic Mushroom Cultivated Dried Morels,KGS,190,697.3,163.4,44
Corn Gluten Meal Animal Food,TONS,450,1651.5,387,44
Bait Sardines 16cm+ Seafood Fish,TONS,700,2569,602,44
Pacific Mackerel Fish Frozen Seafood,TONS,1100,4037,946,44
Rice Crackers/Crispy Snacks/Rice Food,TONS,3000,11010,2580,44
5009 Type Sunflowr Seed Inner Mongolia,TONS,1010,3706.7,868.6,44
Frozen Fish Sardine Seafood (Sardinella aurita),TONS,950,3486.5,817,44
Dried Goji Berry Health Food,TONS,7200,26424,6192,44
Frozen Mackerel Fish Whole Round Frozen Seafood,TONS,1100,4037,946,44
Corn Gluten Meal Protein 60%,TONS,460,1688.2,395.6,44
IQF Taro Frozen Food ,TONS,1000,3670,860,44
Instant Snacks Salted Peanut Kernels,TONS,1760,6459.2,1513.6,44
IQF Taro Frozen Food,TONS,600,2202,516,44
Vegeterian Snack Peanut Kernel Crisp ,TONS,1720,6312.4,1479.2,44
Crop Shine Skin Pumpkin Seed Kernels Grade AA,TONS,3000,11010,2580,44
Seaweed Extract From Kelp Seaweed,TONS,4000,14680,3440,44
Peanut Butter From Shandong Guanghua,TONS,2000,7340,1720,44
Water Soluble Fertilizer Bio Alga Seaweed,TONS,3750,13762.5,3225,44
Bqf Whole Leaf Spinach,TONS,1200,4404,1032,44
Dehydrated Sweet Potato Slice,TONS,3900,14313,3354,44
Organic Sea Kelp Fertilizer Seaweed Extract,TONS,2500,9175,2150,44
Barley Flour,KGS,1850,6789.5,1591,44
"Kabuli Chickpeas 7, 8, 9, 10 mm",TONS,980,3596.6,842.8,44
Dried Organic Tremella Fuciformis,KGS,60,220.2,51.6,44
Paprika Powder Asta ,TONS,1300,4771,1118,44
Dried Red Chaotian Chili of Tianying,TONS,3500,12845,3010,44
Corn Gluten Meal Cgm,TONS,960,3523.2,825.6,44
New Crop Red Adzuki Beans,TONS,1500,5505,1290,44
Natural Seaweed with Biological Fermentation Seaweed Organic,TONS,4000,14680,3440,44
Water Treatment Chemicals for Swimming Pool,TONS,2900,10643,2494,45
disinfectant chlorine tablets 60% DCCNa granule,TONS,1800,6606,1548,45
Olansi Disinfectants Machine Genrator,PCS,45,165.15,38.7,45
Swimming Pool Disinfectant SDIC Sodium Dichloroisocyanurate ,KGS,1800,6606,1548,45
99% Pure Chlorhexidine Diacetate Powder Disinfectant,KGS,1,3.67,0.86,45
Disinfectant for Bean Sprouts,KGS,25,91.75,21.5,45
Chlorhexidine Digluconate Liquid Antibacterial Disinfectant,KGS,1,3.67,0.86,45
Aquatic Disinfectant Strong Glutaraldehyde (Solution),TONS,3000,11010,2580,45
Medical Grade Glutaraldehyde Disinfectant,PCS,5,18.35,4.3,45
Sanitizer Chemicals Balancer Algaecide Flocculant Disinfectant,TONS,1650,6055.5,1419,45
Quaternary Ammonium & Povidone - IodineDisinfectant,KGS,100,367,86,45
56%/60% SDIC Swimming Pool Disinfectant CAS,TONS,1500,5505,1290,45
56%/60% SDIC Water Treatment Disinfectant Chemicals,TONS,1650,6055.5,1419,45
Convenient Disinfectant for Bean Sprouts,KGS,25,91.75,21.5,45
2 chlorine tablet SDIC 60% as disinfectant,TONS,1400,5138,1204,45
Citric Acid Disinfectant & Opa Disinfectant,PCS,30,110.1,25.8,45
Oxygenating Agent Disinfectant for Preventing Decay,KGS,13.4,49.178,11.524,45
The Compound Stability of Bean Sprouts Disinfectant,KGS,25,91.75,21.5,45
Chlorine SDIC 56% 60% Disinfectant,TONS,1100,4037,946,45
"84 Disinfectant Liquid, Sanitizer, Disinfectant Fluid",PCS,0.5,1.835,0.43,45
"OEM China Factory of Washing Powder, Laudry Powder",TONS,450,1651.5,387,45
Laundry Detergent Direct Exporter OEM&ODM,BOXES,2,7.34,1.72,45
Bulk Detergent Powder,BOXES,4.5,16.515,3.87,45
2kg Detergent Powder with OEM Pack,TONS,750,2752.5,645,45
Dipex (Orange fragrance) for Laudry Washing Powder,BOXES,9.5,34.865,8.17,45
OEM&ODM Cleaning Detergent Powder 100g,TONS,650,2385.5,559,45
Soap Powder Laundry Detergent,TONS,595,2183.65,511.7,45
So Linpa for Laudry Washing Powder,BAGS,8,29.36,6.88,45
OEM Washing Powder Detergent ,TONS,450,1651.5,387,45
Dish Washing Liquid Detergent OEM&ODM ,TONS,400,1468,344,45
HPMC Hydroxypropylmethylcellulose for Tile,TONS,4200,15414,3612,45
Water Treatment Chemical Isocyanuric Acid,TONS,9000,33030,7740,45
CAS 145100-51-2 with Purity 99% Pharmaceutical Chemicals,KGS,1200,4404,1032,45
Sublimation Paper Powder Coating Chemicals,TONS,2399,8804.33,2063.14,45
Chemical Sea Water Desalination 72tpd,SETS,51000,43860,187170,45
HPMC Hydroxypropyl Methyl Cellulose,TONS,4200,3612,15414,45
Screw Type Sludge Dewatering Machine,PCS,60000,51600,220200,45
Reverse Osmosis System RO Membrane Cleaning Chemical,PCS,10000,8600,36700,45
Flk Ce Water Purification Process Plant,PCS,20000,17200,73400,45
Thickening Agent Sodium Alginate Textille Chemical,TONS,7000,6020,25690,45
Plant Free Amino Acid Powder 40-80% Fertilizer,TONS,3300,2838,12111,45
45%-80% Organic Amino Acid Powder Fertilizer,TONS,5000,4300,18350,45
Polyacrylamide Polymer for Drilling,TONS,1550,1333,5688.5,45
Factory Supplier Pig Gelatin,TONS,3000,2580,11010,45
Humizone Oganic Co Amino Acid Chelate,TONS,3000,2580,11010,45
Biocide Bronopol Water Treatment Grade,TONS,4900,4214,17983,45
Humizone EDDHA-Fe 4.0 Microelement Chelate Fertilizer,TONS,5000,4300,18350,45
Humic Acid Black Water Soluble Fertilizer for Field Crops,TONS,5230,4497.8,19194.1,45
Amino Acid Chelate Nitrogen Fertilizer Flowing Powder,TONS,5230,4497.8,19194.1,45
Amino Acid Chelated Zinc Fertilizer,TONS,2100,1806,7707,45
General Purpose Silicone Rubber Htv,KG,6,22.02,5.0646,45
RTV-2 Tin Cured Silicone Rubber,KG,10.5,38.535,8.86305,45
Chlorosulfonated Polyethylene,TON,4800,17616,4051.68,45
Stone Mold Making Liquid RTV2 Silicone Rubber,KG,6,22.02,5.0646,45
Liquid White RTV-2 Silicone Rubber,KG,6.9,25.323,5.82429,45
Platinum Curing Silicone Rubber for Mold Making,KG,10.5,38.535,8.86305,45
2 Parts Liquid Silicone Rubber,KG,9,33.03,7.5969,45
EPDM Rubber Granules for Children Playground Surface,M2,35,128.45,29.5435,45
Powder Form Dry Silane,KG,10,36.7,8.441,45
Platinum Cured Silicone Rubber for Tire Mold,KG,13.88,50.9396,11.716108,45
Gypsum Ornaments Mould Making Liquid RTV2 Silicone,KG,6,22.02,5.0646,45
SGS Certification Polyurethane Glue ,M2,35,128.45,29.5435,45
Silicone Rubber for Concrete Moulds,KG,10.38,38.0946,8.761758,45
Carbon Black N330 for Tyre Use,TON,850,3119.5,717.485,45
Silicone Rubber Htv Material for Injection Molding,KG,6,22.02,5.0646,45
Alkali Fiberglass Double Yarn (CC13-128X1X2),TON,1500,5505,1266.15,45
PC Chopped Strands,KG,1.25,4.5875,1.055125,45
E Glass Chopped Strands for Thermal Plastic,KG,1.25,4.5875,1.055125,45
Fiberglass Roving for Filament Winding,TON,850,3119.5,717.485,45
G75 Fiberglass Yarn for Tape Weave,KG,2.6,9.542,2.19466,45
C-Glass Fiberglass Roving Yarn,PC,1,3.67,0.8441,45
Ec G75 Fiberglass Yarn for Fiberglass Cloth,PC,2.6,9.542,2.19466,45
E-Glass Fiberglass Roving Pultrusion Yarn 200 Tex,TON,830,3046.1,700.603,45
Fiberglass Direct Roving for Filament Winding,TON,1000,3670,844.1,45
Fiberglass Textured Yarn,KG,3,11.01,2.5323,45
Bulk Fiberglass Yarns,KG,3,11.01,2.5323,45
Fiberglass Texturized Yarn,KG,3,11.01,2.5323,45
Glass Fiber Bulked Yarn ,KG,3,11.01,2.5323,45
Fiberglass Roving for Spray up,TON,1050,3853.5,886.305,45
Fiberglass Roving for SMC Process,TON,850,3119.5,717.485,45
C-Glass Fiber Medium Alkali Fiberglass Yarn,TON,1400,5138,1181.74,45
Fiberglass Assembled Roving for Chopping,TON,850,3119.5,717.485,45
2400tex Fiberglass E/C-Glass Direct Roving,KG,850,3119.5,717.485,45
0.25mm PTFE Coated Fiberglass Adhesive Tape,M2,4.5,16.515,3.79845,45
Fiberglass Products for Compression Molding SMC,TON,850,3119.5,717.485,45
Electrostatic Thermosetting Spray Epoxy Polyester Powder Coating,KG,10,36.7,8.441,45
Low Gloss Matt Hardener Tp68 with Polyester Resin for Powder Coating,KG,5,18.35,4.2205,45
China Pigment Manufacturer Low Price Rutile TiO2 Titanium Dioxide R902,KG,2000,7340,1688.2,45
Ral Colours Thermosetting Powder Coating,KG,3.5,12.845,2.95435,45
