p_name,unit,dollar,dirham,euro,type,tradingTypeCode
"Hpst-512 High Speed Paper Straw Machine
",PCS,18000,66060,15480,PAPER,56
Paper Bow Forming Machine (DEBAO-B70),SETS,14000,51380,12040,PAPER,56
Sm600-Q Semi-Automatic Paper Tube Cutting Machine,PCS,3100,11377,2666,PAPER,56
Jumbo Roll Toilet/Tissue Paper Machine From Shunfu Machinery Excellent Manufacturer,SETS,28000,102760,24080,PAPER,56
Automatic Label/Tags/Hangtags/Cosmetic/Medicine Box/Paper Cup Stripping Machine,SETS,10000,36700,8600,PAPER,56
E490t Full Automatic Cutting Paper Machine with Ce,PCS,1180,4330.6,1014.8,PAPER,56
Ml600y-Gp Automatic Hydraulic Paper Plate Making Machine,SETS,15000,55050,12900,PAPER,56
Small Thermal Paper Roll Slitting Machine (JT-SLT-900),SETS,1500,5505,1290,PAPER,56
6 Lines Box-Drawing Automatic Folding Facial Tissue Paper Making Machine,SETS,12500,45875,10750,PAPER,56
Automatic Roll to Sheet Cutting Machine for Paper/Film/Foam,SETS,7500,27525,6450,PAPER,56
Soup Paper Bowl Making Machine 45PCS/Min,PCS,12000,44040,10320,PAPER,56
Automatic Soft Facial Tissue Paper Making Machine,PCS,1700,6239,1462,PAPER,56
Automatic Pocket Tissue Packing Package Machine Paper Machine,PCS,1200,4404,1032,PAPER,56
CAD Paper,TONS,1800,6606,1548,PAPER,56
3ply Blue Image or Black Image 241mm Colored Carbonless /NCR Paper,TONS,1300,4771,1118,PAPER,56
17GSM Mf Color Tissue Paper for Packing,TONS,2339,8584.13,2011.54,PAPER,56
Bamboo Pulp Soft Facial Tissue Paper,TONS,1790,6569.3,1539.4,PAPER,56
Medical Aluminum Foil Paper for Alcohol Prep Pad,TONS,3900,14313,3354,PAPER,56
55GSM-120GSM Uncoated/Bond /Woodfree OffSETS Paper with Longfeng Mill Price,TONS,920,3376.4,791.2,PAPER,56
Aluminum Foil Coated Paper for Medical Packaging,TONS,3000,11010,2580,PAPER,56
Carbonless Copy Paper for Bank Usage,TONS,1450,5321.5,1247,PAPER,56
Fin Tube Heat Exchanger for Cooling and Heating,PCS,25000,91750,21500,PETRO CHEMICALS,46
API ANSI Standardآ Petrochemicalآ Plant Chemical Pump,PCS,150000,550500,129000,PETRO CHEMICALS,46
Petrochemicalsآ Oil API Pump (APS series),PCS,88888,326218.96,76443.68,PETRO CHEMICALS,46
Multistage Chemical Dosing Oil Petrochemical Pump,PCS,7500,27525,6450,PETRO CHEMICALS,46
SA4آ Petrochemicalآ Transportation Equipment Folding Stair,PCS,1500,5505,1290,PETRO CHEMICALS,46
Petrochemical Process Pump  API Standard (ZA),PCS,30000,110100,25800,PETRO CHEMICALS,46
Plate Type Condenser for Petrochemical,PCS,120000,440400,103200,PETRO CHEMICALS,46
Petrochemical Pump,PCS,4500,16515,3870,PETRO CHEMICALS,46
Petrochemical Insulation Oil Breakdown Voltage Test Machine,PCS,1750,6422.5,1505,PETRO CHEMICALS,46
Diesel Double Suction Pump  Petrochemical Product Pumps,PCS,15246.8,55955.76,13112.25,PETRO CHEMICALS,46
SH Series Horizontal Split Case Pump with Diesel Engine,PCS,500,1835,430,PETRO CHEMICALS,46
Heat Exchanger for Petrochemical Application,SETS,160000,587200,137600,PETRO CHEMICALS,46
Double Eccentric Semi-Ball Valve,PCS,5000,18350,4300,PETRO CHEMICALS,46
Hydraulic Wrench for Big Bolting Tools,PCS,1500,5505,1290,PETRO CHEMICALS,46
Secco Petrochemical Prefabricated Structural Steel,TONS,800,2936,688,PETRO CHEMICALS,46
Multistage Pump API 610 Bb5,PCS,50000,183500,43000,PETRO CHEMICALS,46
Spray Drying Equipment ,PCS,200000,734000,172000,PETRO CHEMICALS,46
Pwht Machine for Pipeline ofآ PetrochemicalIndustry,SETS,12000,44040,10320,PETRO CHEMICALS,46
New Design Fluid Marine Loading Arm,PCS,790000,2899300,679400,PETRO CHEMICALS,46
Reactor Pharmaceutical Mixing Tank with Glass Lined,PCS,102600,376542,88236,PETRO CHEMICALS,46
Petrochemicalآ Industryآ Steam Boiler,SETS,2600000,9542000,2236000,PETRO CHEMICALS,46
Dzl Series Coal-Fired Steam Boilers,PCS,200000,734000,172000,PETRO CHEMICALS,46
Boiler Feed Water Cosmetic Pharmaceutical Products,SETS,8500,31195,7310,PETRO CHEMICALS,46
Oil Feeding Pump,PCS,5000,18350,4300,PETRO CHEMICALS,46
Satcked Waste Water Dewatering Filter Press,SETS,55000,201850,47300,PETRO CHEMICALS,46
Flat Steel Fiber for Petrochemical Industry,TONS,4550,16698.5,3913,PETRO CHEMICALS,46
Ceramic Intalox Saddle Ceramic Tower Packing,TONS,1500,5505,1290,PETRO CHEMICALS,46
Chemical Process Device Centrifugal Pump,PCS,7500,27525,6450,PETRO CHEMICALS,46
SA213 Carbon Seamless Steel Pipe,TONS,1000,3670,860,PETRO CHEMICALS,46
Activated Alumina for Air Compressor,TONS,1050,3853.5,903,PETRO CHEMICALS,46
Food Grade Oil Transfer Diaphragm Pump,PCS,650,2385.5,559,PETRO CHEMICALS,46
Sewage & Irrigation Pipe& Electric Conduit Pipe,SETS,94000,344980,79345.4,PLASTIC MACHINE,27
Waste Plastic Recycling Machine,SETS,600000,344980,79345.4,PLASTIC MACHINE,27
PVC Water Supply Pipe Making Machine,SETS,50000,2202000,506460,PLASTIC MACHINE,27
Water Irrigation Electric Corrugated Pipe,PCS,80000,183500,42205,PLASTIC MACHINE,27
Plastic Bottle Maker Machine (ZQ-B600-6 with CE),PCS,116000,293600,67528,PLASTIC MACHINE,27
Bottle Blowing Mould Making Machine,PCS,89500,425720,97915.6,PLASTIC MACHINE,27
Food Container Plate Thermoforming Machine,PCS,85000,328465,75546.95,PLASTIC MACHINE,27
Plastic PE Pipe Making Machine/Extrusion Line,PCS,80000,311950,71748.5,PLASTIC MACHINE,27
WPC Flooring Board Extruder Machine,SETS,150000,293600,67528,PLASTIC MACHINE,27
Automatic PE  PP Washing Line,PCS,300000,550500,126615,PLASTIC MACHINE,27
PVC Spiral Reinforced Suction Hose Pipe Extruder,SETS,28000,1101000,253230,PLASTIC MACHINE,27
Crushing Washing Recycling Machine,PCS,80000,102760,23634.8,PLASTIC MACHINE,27
Pet Drinking Beverage Water Bottle Plastic,PCS,15000,293600,67528,PLASTIC MACHINE,27
Waste Plastic Machine,SETS,200000,55050,12661.5,PLASTIC MACHINE,27
Full-Auto Plastic Products Blow Molding Machine,PCS,69000,734000,168820,PLASTIC MACHINE,27
Customآ Plasticآ Toolآ Box,PCS,2.8,10.28,2.41,PLASTIC-BOX,7
Twinwallآ Plasticآ Boxآ Corrugated PP Boardآ Box with Lid,PCS,2,7.34,1.72,PLASTIC-BOX,7
Food Gradeآ Plasticآ Containingآ Box PP,PCS,8,29.36,6.88,PLASTIC-BOX,7
Velvet Factory Clamshell Jewelry ,PCS,7,25.69,6.02,PLASTIC-BOX,7
Red Square Clamshell Packaging SETSآ Box,PCS,8,29.36,6.88,PLASTIC-BOX,7
Portableآ Plasticآ TROLLey Food Coolerآ Box,PCS,6,22.02,5.16,PLASTIC-BOX,7
Kidsآ Plasticآ Lunchآ Boxesآ - Double Layer Bento,PCS,3,11.01,2.58,PLASTIC-BOX,7
Corrugatedآ Plasticآ Turnoverآ Box,PCS,5,18.35,4.3,PLASTIC-BOX,7
Cee IP67آ Plasticآ Waterproof Plug and Socket Box,PCS,1800,6606,1548,PLASTIC-BOX,7
Paper/Plastic/Leather Three Layers Jewelry SETS ,PCS,11,40.37,9.46,PLASTIC-BOX,7
Cee IP67آ Plasticآ Waterproof Plug and Socket Box,PCS,300,1101,258,PLASTIC-BOX,7
12Vآ Plasticآ Portable Batteryآ Box,PCS,40,146.8,34.4,PLASTIC-BOX,7
Plasticآ Mesh Bulk Pallet Packagingآ Box,PCS,140,513.8,120.4,PLASTIC-BOX,7
4 Port ABS Mini Fiber Optic Terminationآ Box,PCS,30,110.1,25.8,PLASTIC-BOX,7
Plasticآ Logistic Collapsible Bin,PCS,95,348.65,81.7,PLASTIC-BOX,7
Collapsibleآ Plasticآ Palletآ Box 1200*1000*1000mm,PCS,133,488.11,114.38,PLASTIC-BOX,7
Solar Combinerآ Boxesآ 2 in 2 out,PCS,100,367,86,PLASTIC-BOX,7
Ice High Qualityآ Plasticآ Combination Socketآ Box,PCS,30,110.1,25.8,PLASTIC-BOX,7
Plasticآ Iceآ Boxآ Rotomolded Portable Insulated Coolerآ Boxes,PCS,200,734,172,PLASTIC-BOX,7
Industry Reusable Stackable Bigآ Plasticآ Pallet Boxآ with Lid,PCS,100,367,86,PLASTIC-BOX,7
IP67 Waterproof ABSآ Plasticآ Electrical Junction Box,PCS,200,734,172,PLASTIC-BOX,7
Plasticآ Machineryآ for Mold Temperature Controller,PCS,1889,6932.63,1624.54,PLASTIC-MACHINARY,27
Plasticآ EPE Foam Extruderآ Machineryآ ,PCS,42000,154140,36120,PLASTIC-MACHINARY,27
PS Film Laminated Processآ Machine,SETS,15000,55050,12900,PLASTIC-MACHINARY,27
Automatic Plastic Pet Bottle ,PCS,25000,91750,21500,PLASTIC-MACHINARY,27
2000bph Pet Drinking Beverage Water Bottle ,PCS,15000,55050,12900,PLASTIC-MACHINARY,27
Biodegradable Polythene Plastic ,SETS,30000,110100,25800,PLASTIC-MACHINARY,27
Pure Water Beverage Bottle Blow Molding Petآ Plasticآ Machineryآ Price,PCS,55000,201850,47300,PLASTIC-MACHINARY,27
Automatic BOPSآ Plasticآ Thermoforming Machine,SETS,40000,146800,34400,PLASTIC-MACHINARY,27
Plasticآ PVC Electric Plug Data Cable Injection Moldingآ Machine,SETS,17187,63076.29,14780.82,PLASTIC-MACHINARY,27
25Lآ Plasticآ HDPE Jerry Can Blow Molding Machineآ (ABLD80),SETS,30000,110100,25800,PLASTIC-MACHINARY,27
DC AC Power Plug Verticalآ Plastic Injection Molding,SETS,8281,30391.27,7121.66,PLASTIC-MACHINARY,27
Pet Bottle Blowing Makingآ Machine,PCS,10000,36700,8600,PLASTIC-MACHINARY,27
Two Head Ruidi 1325 Laser Cutting Engraving Machine,PCS,7000,25690,6020,PLASTIC-MACHINARY,27
HDPE LDPE PE Blown Film Extruder Agriculture Polyethylene ,SETS,20000,73400,17200,PLASTIC-MACHINARY,27
Plasticآ Bottles Injection Blow Moldingآ Machine,SETS,25000,91750,21500,PLASTIC-MACHINARY,27
Full Automatic Rotary Tableآ Plastic Injection Moldingآ Machines,SETS,16935,62151.45,14564.1,PLASTIC-MACHINARY,27
Plasticآ Bottle Blowing Extrusion Blow Molding Machine,PCS,19200,70464,16512,PLASTIC-MACHINARY,27
Automatic Pet Bottle Cap and Preform Embryo Plasticآ ,PCS,18000,66060,15480,PLASTIC-MACHINARY,27
Acrylic Diamond Polishing &آ Plastic Edge Trimmingآ Machine,PCS,10000,36700,8600,PLASTIC-MACHINARY,27
Bowl Thermoforming Machine for PP PS Pet Material,PCS,24400,89548,20984,PLASTIC-MACHINARY,27
Full Automatic 2 Cavities Bottle Blowing Machineآ forآ Plasticآ Can,PCS,20000,73400,17200,PLASTIC-MACHINARY,27
Manufacturer High Speedآ Plasticآ Film Blowing Machine,SETS,18300,67161,15738,PLASTIC-MACHINARY,27
High Speed PE PP PVCآ Plasticآ Rattan Extruder Machine,SETS,15000,55050,12900,PLASTIC-MACHINARY,27
Plasticآ Small HDPE Bottle Toy -Making Automatic Blower Blowing,PCS,20000,73400,17200,PLASTIC-MACHINARY,27
98%Min N-Undecane,TONS,3500,12845,3010,PLASTIC-MATERIAL (2),7
ABSآ Plasticآ Molding Precision Injection,SETS,3.55,13.03,3.05,PLASTIC-MATERIAL (2),7
Biodegradableآ Plasticsآ S1-10,KGS,10,36.7,8.6,PLASTIC-MATERIAL (2),7
Black Nylon66 Reinforced Granules,TONS,2200,8074,1892,PLASTIC-MATERIAL (2),7
Blue Colorآ Plasticآ Masterbatch,TONS,530,1945.1,455.8,PLASTIC-MATERIAL (2),7
Cheap Price Virgin ABSآ Plasticآ Granules  ABS Plasticآ Injection Grade,TONS,870,3192.9,748.2,PLASTIC-MATERIAL (2),7
Conductive PA66آ Plastic,KGS,16,58.72,13.76,PLASTIC-MATERIAL (2),7
Engineeringآ Plasticآ White Masterbatch for Injection or Blowing,TONS,530,1945.1,455.8,PLASTIC-MATERIAL (2),7
EVA / Ethylene-Vinyl Acetate Copolymer / EVA Plasticآ Raw Material,TONS,1800,6606,1548,PLASTIC-MATERIAL (2),7
Factory Supplier Resin Granule Material Low Density PE LDPEآ Plastic,TONS,1000,3670,860,PLASTIC-MATERIAL (2),7
High Quality Coloured Siliconeآ Plasticآ Parts,PCS,100,367,86,PLASTIC-MATERIAL (2),7
Injection Grade Polypropylene PP K4818 K4912 Plasticآ (Impact Copolymer),TONS,1150,4220.5,989,PLASTIC-MATERIAL (2),7
Injectionآ Plasticآ Raw Material Clear Polyamide Tr Materialآ Plastic,KGS,14,51.38,12.04,PLASTIC-MATERIAL (2),7
LDPE/Low Density Polyethyleneآ Plasticآ Raw Granular,TONS,1560,5725.2,1341.6,PLASTIC-MATERIAL (2),7
Nylon PA 12  Flexibleآ Plasticآ Eyeglass Frame Material  Nylonآ Plastic,KGS,12.5,45.88,10.75,PLASTIC-MATERIAL (2),7
PA66 Engineeringآ Plasticآ Pellets,TONS,2200,8074,1892,PLASTIC-MATERIAL (2),7
PA66 GF25آ Plasticآ Parts Raw Material Granules,TONS,2200,8074,1892,PLASTIC-MATERIAL (2),7
Part China Products/Suppliers Customizedآ Plastic Machining CNC Parts,PCS,100,367,86,PLASTIC-MATERIAL (2),7
PCS/Polycarbonate Masterbatchآ Plastic,TONS,6000,22020,5160,PLASTIC-MATERIAL (2),7
Pei Ultem 1100 (1000 Natural/ 7101 Black) Sabic Polyetherimide Engineeringآ Plastics,KGS,39,143.13,33.54,PLASTIC-MATERIAL (2),7
Pei Ultem 2100r (1000 Natural/ 7301 Black) Sabic Engineeringآ Plastics,KGS,47,172.49,40.42,PLASTIC-MATERIAL (2),7
Plasticآ Frame Materials PA 12آ Plastic,KGS,12.5,45.88,10.75,PLASTIC-MATERIAL (2),7
Plasticآ Raw Material Clear Polyamide Tr Material Plastic,KGS,14,51.38,12.04,PLASTIC-MATERIAL (2),7
Plasticآ Raw Material PA66 Resin,TONS,1100,4037,946,PLASTIC-MATERIAL (2),7
Plasticآ Sheet Board/HDPE Sheet/Plate,TONS,4000,14680,3440,PLASTIC-MATERIAL (2),7
Plasticآ Transparent Clear High Polished Acrylic PMMAآ Plasticآ CNC Parts,PCS,100,367,86,PLASTIC-MATERIAL (2),7
Polyethyleneآ Plasticآ Granular,TONS,1650,6055.5,1419,PLASTIC-MATERIAL (2),7
PP Granule Manufacturers Virgin Polypropylene Copolymerآ Plasticآ Raw Material,TONS,1200,4404,1032,PLASTIC-MATERIAL (2),7
PPSU Rtp 1499 Px Engineeringآ Plastics,KGS,60,220.2,51.6,PLASTIC-MATERIAL (2),7
Recycled Virgin PP / HDPE / LDPE / LLDPE Raw Material Granulesآ Plastic,TONS,870,3192.9,748.2,PLASTIC-MATERIAL (2),7
TPE/TPV Compound EPDM/PP Based Recylable Plasticآ Raw Material,KGS,3,11.01,2.58,PLASTIC-MATERIAL (2),7
Transparent Recycled Material LDPEآ Plastic,TONS,1000,3670,860,PLASTIC-MATERIAL (2),7
Virgin PP Granules/PP Recycledآ Plasticآ Scrap/ Polypropylene Pellets Resin Price,TONS,1200,4404,1032,PLASTIC-MATERIAL (2),7
110V/230V 1600W Hot Airآ Plasticآ Heat Gun,PCS,139,510.13,119.54,PLASTIC-PRODUCTS (2),7
500ml Full Automaticآ Plasticآ Pet Bottle Pure Water Liquid Filling and Packing Machine,SETS,21000,77070,18060,PLASTIC-PRODUCTS (2),7
Agriculture Multi Spanآ Plasticآ Film Greenhouse,SQUARE METERS,20,73.4,17.2,PLASTIC-PRODUCTS (2),7
Agriculture/Farm/Multi-Span/Single-Span/Tunnelآ Plasticآ Film Green House/Greenhouse,SQUARE METERS,40,146.8,34.4,PLASTIC-PRODUCTS (2),7
Anti-Static Super Clear Soft Flexible Fabric Plasticآ PVC Sheet (polyvinyl chloride),ROLLS,53,194.51,45.58,PLASTIC-PRODUCTS (2),7
Automatic Lubricating Oilآ Plasticآ Bottle Silk Screen Printing Machine,SETS,25000,91750,21500,PLASTIC-PRODUCTS (2),7
Automaticآ Plasticآ Nylon Biodegradable T-Shirt Vest Shopping Patch Flower Flat Garbage Bag Making Machine,S,13000,47710,11180,PLASTIC-PRODUCTS (2),7
Baoluan Brandآ Plasticآ Heavy Duty Manhole Cover and Frame En124,PCS,69,253.23,59.34,PLASTIC-PRODUCTS (2),7
Best Quality UPVC Handle Type Butterfly Valve Industrialآ Plasticآ Valve,PCS,12,44.04,10.32,PLASTIC-PRODUCTS (2),7
Cheng Lin High Speed Packagingآ Plasticآ Box Folder Gluer Machine,SETS,28000,102760,24080,PLASTIC-PRODUCTS (2),7
Children Furniture  Cabinets Storage آ Plastic Storage Cabinets  Cheap Daycare Furniture,PCS,125,458.75,107.5,PLASTIC-PRODUCTS (2),7
Commercialآ Plasticآ Film Greenhouse,SQUARE METERS,35,128.45,30.1,PLASTIC-PRODUCTS (2),7
Customizedآ Plasticآ Product,PCS,10,36.7,8.6,PLASTIC-PRODUCTS (2),7
Dental LED Curing Light Lamp Wireless 5W 1500MW Blue Lightآ Plastic,PCS,22,80.74,18.92,PLASTIC-PRODUCTS (2),7
Green PPآ Plasticآ Film Faced Plywood,PCS,30,110.1,25.8,PLASTIC-PRODUCTS (2),7
Gridding Heavy Duty Six Runners Recycled HDPE Red Colorfulآ Plasticآ Standard Pallet Size,PCS,29,106.43,24.94,PLASTIC-PRODUCTS (2),7
High Quality Wholesaleآ Plasticآ Cloth Garment Bag,TONS,1900,6973,1634,PLASTIC-PRODUCTS (2),7
Indoor Colorful Safetyآ Plasticآ Slide with Swing,PCS,60,220.2,51.6,PLASTIC-PRODUCTS (2),7
Jx143 Colorful Partyآ Plasticآ Cutlery,PCS,13,47.71,11.18,PLASTIC-PRODUCTS (2),7
Kindergarten Furniture Half Moon Shapeآ Plastic Table,PCS,20,73.4,17.2,PLASTIC-PRODUCTS (2),7
Modern Design Glass/Plasticآ Greenhouse/ Multifunctional Greenhouse/Light Steel Greenhouse,SQUARE METERS,35,128.45,30.1,PLASTIC-PRODUCTS (2),7
Newآ Productآ Plasticآ Outdoor Garden Home Folding Chair,PCS,15,55.05,12.9,PLASTIC-PRODUCTS (2),7
OEM Your Own Modelآ Plasticآ Product Manufacturer,PCS,9,33.03,7.74,PLASTIC-PRODUCTS (2),7
Pl420 Truck Auto Fuel Oil Water Separator Filter Parts with Base andآ Plasticآ Cup,PCS,80,293.6,68.8,PLASTIC-PRODUCTS (2),7
Plasticآ Film Shrink Wrapping Machine / Shrink Wrapper,PCS,15000,55050,12900,PLASTIC-PRODUCTS (2),7
Polar Anti-Insect Welding Soft Clearآ Plasticآ PVC Strip Door Curtain,ROLLS,40,146.8,34.4,PLASTIC-PRODUCTS (2),7
Professionalآ Plasticآ Injection Molding with Custom Material PP ABS PCS PE,PCS,120,440.4,103.2,PLASTIC-PRODUCTS (2),7
Rubbish Bin آ Plasticآ Rubbish Bin  Outdoor Storage Box  Garage Can,PCS,25,91.75,21.5,PLASTIC-PRODUCTS (2),7
Thailandآ Plastic/PVC Automatic Exterior/Interior Industrial Fast Rollser Shutter High Speed Sliding Clean Cold Room Door with SGS Approved,PCS,1500,5505,1290,PLASTIC-PRODUCTS (2),7
Tunnelآ Plasticآ Film Commercial Greenhouse,SQUARE METERS,25,91.75,21.5,PLASTIC-PRODUCTS (2),7
Woodآ Plasticآ Composite Co-Extrusion Flooring,SQUARE METERS,36.41,133.62,31.31,PLASTIC-PRODUCTS (2),7
Lecon One Glass Door Display Fridge,PCS,480,1761.6,412.8,Refrigerator,57
DC Car Stainless Steel Double Temperature Mobile Freezer Scd-112L,PCS,420,1541.4,361.2,Refrigerator,57
Commercial Upright Beverage Display Cooler,PCS,210,770.7,180.6,Refrigerator,57
Auto-Defrost Stainless Steel Commercial Kitchen Refrigerator Upright Refrigerator,PCS,740,2715.8,636.4,Refrigerator,57
No Frost French Door Side by Side Refrigerator with Icemaker,PCS,735,2697.45,632.1,Refrigerator,57
Cake Display Refrigerator Cold Deli Showcase Ce Approved (G740A-W),PCS,1800,6606,1548,Refrigerator,57
Foshan Hot Sale Cake Showcase Barrel Cooler,PCS,360,1321.2,309.6,Refrigerator,57
Upright Single Glass Door Beverage Cooler,PCS,185,678.95,159.1,Refrigerator,57
Restaurant Stainless Steel Upright Freezer,PCS,950,3486.5,817,Refrigerator,57
Stainless Steel Air-Cooling Four Doors Upright Refrigerator,PCS,1100,4037,946,Refrigerator,57
250L Supermarket Commercial Refrigerator,PCS,280,1027.6,240.8,Refrigerator,57
Tie Fu S50s DC 12V 24V AC 110V 220V Portable Car Fridge Freezer Portable Compressor Car,PCS,210,770.7,180.6,Refrigerator,57
Two Doors Stainless Steel Commercial Refrigerator (GN2100BT),PCS,670,2458.9,576.2,Refrigerator,57
Remote Multideck Supermarket Refrigerator for Fruits and Vegetable Display,PCS,2250,8257.5,1935,Refrigerator,57
Good Quality Commercial Cake Refrigerator Marble Base with Ce,PCS,1700,6239,1462,Refrigerator,57
Truck Refrigerator for Refrigerated Truck (SF-328),PCS,1860,6826.2,1599.6,Refrigerator,57
Commercial Supermarket Display Cake Refrigerator with Curved Glass (G760A-W),PCS,1970,7229.9,1694.2,Refrigerator,57
Deluxe Single-Door Stainless Steel Refrigerator,PCS,690,2532.3,593.4,Refrigerator,57
S/S Pizza Workbench Refrigerator with Display Trays,PCS,1817,6668.39,1562.62,Refrigerator,57
Countertop Glass Door Mini Refrigerator for Drinks and Beverage,PCS,99,363.33,85.14,Refrigerator,57
12V DC Compressor Solar Power Mini Freezer Fridge Refrigerator,PCS,380,1394.6,326.8,Refrigerator,57
Deluxe Popular Hot Sale Kitchen Refrigerator for Bar Hotel,PCS,980,3596.6,842.8,Refrigerator,57
Tie Fu S50s Car Fridge DC 12V DC24V Portable Camping Refrigerator,PCS,210,770.7,180.6,Refrigerator,57
Auto-Defrost Stainless Steel Commercial Kitchen Refrigerator Upright Refrigerator,PCS,750,2752.5,645,Refrigerator,57
OEM Cake Display Refrigerator for Pastry and Bakery Shop (RL740V-M2),PCS,1500,5505,1290,Refrigerator,57
Mini Refrigerator Hotel Minibar Fridge Refrigerator,PCS,66,242.22,56.76,Refrigerator,57
R134A Refrigerant for Refrigerator,PCS,44,161.48,37.84,Refrigerator,57
Marble or Stainless Steel Base Cake Refrigerator for Pastry,PCS,1500,5505,1290,Refrigerator,57
Ice Cream Display Counter Gelato Refrigerator for Popsicle (F-G530-W),PCS,1450,5321.5,1247,Refrigerator,57
Auto-Defrost Commercial Stainless Steel Kitchen Refrigerator with Two Doors,PCS,1100,4037,946,Refrigerator,57
Double Glass Door Commercial Freezer Display/Refrigerator Freezer,PCS,550,2018.5,473,Refrigerator,57
Drawers Under Counter Refrigerator for Commercial Kitchen- (GN4140TN),PCS,1970,7229.9,1694.2,Refrigerator,57
110L 12V/24V DC City Power Hybrid Solar Power Refrigerator,PCS,240,880.8,206.4,Refrigerator,57
Gn Serial Stainless Steel Four Door Refrigerator for Food,PCS,2696,9894.32,2318.56,Refrigerator,57
New Style Swing Glass Door Refrigerator,PCS,237,869.79,203.82,Refrigerator,57
Tie Fu S30s / S40s/ S50s Low Price DC12V/24V Car Refrigerator 30L 40L 50L,PCS,253,928.51,217.58,Refrigerator,57
Ce Approved Salad Counter Salad Prep Table Saladette Refrigerator,PCS,490,1798.3,421.4,Refrigerator,57
15 Inch Wide Mini Refrigerator,PCS,98,359.66,84.28,Refrigerator,57
Three Door Back Bar Cooler Commercial Under Bar Refrigerator,PCS,268,983.56,230.48,Refrigerator,57
Biobase Ce Certified Single Door Blood Bank Refrigerator,PCS,3000,11010,2580,Refrigerator,57
Fan Cooling System Ce Listed Super Market Display Refrigerator,PCS,2000,7340,1720,Refrigerator,57
Beer Cooler Static Cooling Manual Defrost Large Capacity Chiller Refrigerator,PCS,495,1816.65,425.7,Refrigerator,57
Decorative Mini Refrigerator for Can Storage Party Can Cooler,PCS,135,495.45,116.1,Refrigerator,57
200 Liter DC Solar Freezer Refrigerator with Long Lifespan,PCS,664,2436.88,571.04,Refrigerator,57
Fast Frozen Industrial Use Commercial Refrigerator,PCS,9500,34865,8170,Refrigerator,57
up to 2.5kw/M2 Aluminum Foil Heating Element Refrigerator Defrost,PCS,800,2936,688,Refrigerator,57
East Africa Tempered Curved Glass Italian Ice Cream Refrigerator,PCS,2.5,9.18,2.15,Refrigerator,57
408L Solar DC Refrigerator for Home Use,SETS,445,1633.15,382.7,Refrigerator,57
6 Doors Stainless Steel Kitchen Refrigerator for Food Storage (D1.6L6D),PCS,1337,4906.79,1149.82,Refrigerator,57
12V 7.5L Portable Car Fridge Cooler and Warmer Refrigerator,PCS,16,58.72,13.76,Refrigerator,57
12V DC Compressor Solar Power Mini Freezer Fridge Refrigerator,PCS,1260,4624.2,1083.6,Refrigerator,57
