product	unit	Doller	Derham	Euro	code		
"cylindr. fuse link 15 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 15 A, time delay, 600 V AC, 300 V DC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 16 A, 1100 V DC, gPV"		17.35461802	 AED 63.77 	15.22	35		
"cylindr. fuse link 16 A, 690 V, gR"		14.17331813	 AED 52.08 	12.43	35		
"cylindr. fuse link 2 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 2 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 2,5 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 20 A, 1100 V DC, gPV"		17.35461802	 AED 63.77 	15.22	35		
"cylindr. fuse link 20 A, 690 V, gR"		14.17331813	 AED 52.08 	12.43	35		
"cylindr. fuse link 20 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 20 A, time delay, 600 V AC, 300 V DC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 25 A, 1100 V DC, gPV"		17.35461802	 AED 63.77 	15.22	35		
"cylindr. fuse link 25 A, 690 V, gR"	 PCS 	 $11.94 	 AED 43.87 	 € 10.47 	35		
"cylindr. fuse link 25 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 25 A, time delay, 600 V AC, 300 V DC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 3 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 3 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 30 A, 690 V, gR"	 PCS 	 $11.94 	 AED 43.87 	 € 10.47 	35		
"cylindr. fuse link 30 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 30 A, time delay, 600 V AC, 300 V DC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 4 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 4 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 5 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 5 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 50 A, 690 V, gR"		23.0672748	 AED 84.76 	20.23	35		
"cylindr. fuse link 6 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 6 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 63 A, 690 V, gR"		28.28962372	 AED 103.95 	24.81	35		
"cylindr. fuse link 8 A, fast acting, 600 V AC"		17.63968073	 AED 64.82 	15.47	35		
"cylindr. fuse link 8 A, time delay, 600 V AC"		21.27708096	 AED 78.19 	18.66	35		
"cylindr. fuse link 80 A, 690 V, gR"		28.28962372	 AED 103.95 	24.81	35		
"D fuse base, E 27 / 25 A / 3P, for screw-in gauge rings"		25.15393387	 AED 92.43 	22.06	35		
"D fuse base, E 33 / 63 A / 3P, for screw-in gauge rings"		31.51653364	 AED 115.81 	27.64	35		
"D0 fuse base, busbar mounted, E 18 / 63 A"		15.16533637	 AED 55.73 	13.3	35		
"D0 fuse base, panel-mounting, E 14 / 16 A / 3P"		26.18015964	 AED 96.20 	22.96	35		
"D0 fuse base, panel-mounting, E 18 / 63 A / 3P"		27.58266819	 AED 101.36 	24.19	35		
"D0-fuse base, busbar-mounting"	 PCS 	 $12.74 	 AED 46.80 	 € 11.17 	35		
"D0-fuse base, busbar-mounting- 27mm, E 18 / 63 A"		15.65564424	 AED 57.53 	13.73	35		
"D0-fuse base, busbar-mounting- 36mm"	 KM 	 $13.65 	 AED 50.15 	 € 11.97 	35		
"D0-fuse base, busbar-mounting, E 18 / 63 A"		16.84150513	 AED 61.89 	14.77	35		
"D-fuse base, 42mm, gauge ring"	 PCS 	 $12.33 	 AED 45.29 	 € 10.81 	35		
"D-fuse base, busbar-mounting (touch protected)"		20.41049031	 AED 75.00 	17.9	35		
"D-fuse base, busbar-mounting- 42mm"		14.76624857	 AED 54.26 	12.95	35		
"D-fuse base, busbar-mounting- 42mm"		18.18700114	 AED 66.83 	15.95	35		
"D-fuse base, busbar-mounting- 57mm"		16.43101482	 AED 60.38 	14.41	35		
"D-fuse base, busbar-mounting, 42mm"		15.57582668	 AED 57.24 	13.66	35		
"D-fuse base, busbar-mounting, 57mm"		18.71151653	 AED 68.76 	16.41	35		
"D-fuse base, busbar-mounting, 57mm"		22.87343216	 AED 84.05 	20.06	35		
"direct rotary handle, graphite grey"	 ROLL 	 $13.48 	 AED 49.53 	 € 11.82 	35		
"door coupling rotary drive, graphit-grey blind cover"		42.62257697	 AED 156.62 	37.38	35		
"door coupling rotary drive, graphit-grey blind cover"		50.62713797	 AED 186.04 	44.4	35		
"door coupling rotary handle, graphite grey, with shaft"		127.9475485	 AED 470.16 	112.21	35		
"door coupling rotary handle, without shaft"		95.98631699	 AED 352.71 	84.18	35		
"double adapter, for 2 in-lin NH-fuse switch "		45.61003421	 AED 167.60 	40	35		
double in-line fuse disconnector 1250 A		935.9293044	" AED 3,439.19 "	820.81	35		
"double-T section busbar 500 mm², length 2.40 m, plain"		214.732041	 AED 789.06 	188.32	35		
"double-T section busbar 500 mm², length 2.40 m, tinned"		246.0661345	 AED 904.20 	215.8	35		
"double-T section busbar 500 mm², length 3.60 m, plain"		321.8129989	" AED 1,182.54 "	282.23	35		
"double-T section busbar 500 mm², length 3.60 m, tinned"		369.3842645	" AED 1,357.35 "	323.95	35		
"double-T section busbar 500 mm², length 453 mm, tinned"		57.34321551	 AED 210.72 	50.29	35		
"double-T section busbar 500 mm², length 650 mm, tinned"		70.37628278	 AED 258.61 	61.72	35		
"double-T section busbar 720 mm², length 2.40 m, plain"		329.6351197	" AED 1,211.29 "	289.09	35		
"double-T section busbar 720 mm², length 2.40 m, tinned"		398.654504	" AED 1,464.91 "	349.62	35		
"double-T section busbar 720 mm², length 3.60 m, plain"		494.4583808	" AED 1,816.95 "	433.64	35		
"double-T section busbar 720 mm², length 3.60 m, tinned"		597.8335234	" AED 2,196.82 "	524.3	35		
"double-T section busbar 720 mm², length 453 mm, tinned"		89.62371722	 AED 329.33 	78.6	35		
"double-T section busbar 720 mm², length 653 mm , tinned"		113.386545	 AED 416.65 	99.44	35		
"earth/neutral busbar 63A, 151 terminal points"		35.26795895	 AED 129.60 	30.93	35		
"earth/neutral busbar 63A, 30 terminal points 10mm²"	 PCS 	 $12.85 	 AED 47.22 	 € 11.27 	35		
"extension set for reversing starters, 40 mm extension"	 PCS 	 $13.10 	 AED 48.14 	 € 11.49 	35		
"extension shaft, 250 mm long"		34.50399088	 AED 126.79 	30.26	35		
"extension shaft, 300 mm long"		29.48688712	 AED 108.35 	25.86	35		
"extension shaft, 300 mm long"		43.7286203	 AED 160.69 	38.35	35		
"extension shaft, 336 mm long"		88.11858609	 AED 323.80 	77.28	35		
"extension shaft, 345 mm long"		47.98175599	 AED 176.32 	42.08	35		
"extension shaft, 376 mm long"		39.50969213	 AED 145.18 	34.65	35		
"extension shaft, 387 mm long"		38.88255416	 AED 142.88 	34.1	35		
"extension shaft, 485 mm long"		83.74002281	 AED 307.71 	73.44	35		
"extension shaft, 490 mm long"		18.33523375	 AED 67.38 	16.08	35		
"extension shaft, 525 mm long"		76.14595211	 AED 279.81 	66.78	35		
"extension shaft, 536 mm long"		64.23033067	 AED 236.02 	56.33	35		
"extension shaft, 550 mm long"		32.04104903	 AED 117.74 	28.1	35		
"extension shaft, 550 mm long"		47.61687571	 AED 174.97 	41.76	35		
"extension shaft, 635 mm long"		116.3055872	 AED 427.38 	102	35		
"feed-through terminal 250 a, both sides screw M10"	 PCS 	 $12.70 	 AED 46.68 	 € 11.14 	35		
"feed-through terminal 250 A, both sides screw M10"		13.80843786	 AED 50.74 	12.11	35		
"feed-through terminal 630 A, both sides screw M12"		14.24173318	 AED 52.33 	12.49	35		
"feed-through terminal 630 A, both sides screw M12"		15.5986317	 AED 57.32 	13.68	35		
"flat terminal, connection of busbar 30 wide with lam"	 PCS 	 $12.17 	 AED 44.71 	 € 10.67 	35		
"flat terminal, connection of busbar 35 wide with lam"	 PCS 	 $13.06 	 AED 47.98 	 € 11.45 	35		
"flat terminal, connection of busbar 40 wide"		20.49030787	 AED 75.29 	17.97	35		
"flat terminal, connection of busbar 40 wide with lam"	 PCS 	 $12.09 	 AED 44.41 	 € 10.60 	35		
"flexible copper busbar, plain, insulated, 10 x 100 x 1"		835.8152794	" AED 3,071.31 "	733.01	35		
"flexible copper busbar, plain, insulated, 10 x 15.5 x 0.8"		93.84264538	 AED 344.84 	82.3	35		
"flexible copper busbar, plain, insulated, 10 x 20 x 1"		198.2212087	 AED 728.39 	173.84	35		
"flexible copper busbar, plain, insulated, 10 x 24 x 1"		201.4937286	 AED 740.41 	176.71	35		
"flexible copper busbar, plain, insulated, 10 x 32 x 1"		274.6750285	" AED 1,009.33 "	240.89	35		
"flexible copper busbar, plain, insulated, 10 x 40 x 1"		316.6704675	" AED 1,163.65 "	277.72	35		
"flexible copper busbar, plain, insulated, 10 x 50 x 1"		405.0399088	" AED 1,488.37 "	355.22	35		
"flexible copper busbar, plain, insulated, 10 x 63 x 1"		516.4082098	" AED 1,897.61 "	452.89	35		
"flexible copper busbar, plain, insulated, 10 x 80 x 1"		625.7012543	" AED 2,299.22 "	548.74	35		
"flexible copper busbar, plain, insulated, 3 x 20 x 1"		60.27366021	 AED 221.48 	52.86	35		
"flexible copper busbar, plain, insulated, 3 x  9 x 0.8"		36.61345496	 AED 134.54 	32.11	35		
"flexible copper busbar, plain, insulated, 4  x 15.5 x 0.8"		51.98403649	 AED 191.02 	45.59	35		
"flexible copper busbar, plain, insulated, 4 x 24 x 1"		81.11744584	 AED 298.08 	71.14	35		
"flexible copper busbar, plain, insulated, 5 x 24 x 1"		99.98859749	 AED 367.42 	87.69	35		
"flexible copper busbar, plain, insulated, 5 x 32 x 1"		154.1847206	 AED 566.57 	135.22	35		
"flexible copper busbar, plain, insulated, 5 x 40 x 1"		186.1801596	 AED 684.14 	163.28	35		
"flexible copper busbar, plain, insulated, 5 x 50 x 1"		236.5222349	 AED 869.13 	207.43	35		
"flexible copper busbar, plain, insulated, 5 x 63 x 1"		430.9122007	" AED 1,583.44 "	377.91	35		
"flexible copper busbar, plain, insulated, 6  x  9 x 0.8"		45.75826682	 AED 168.14 	40.13	35		
"flexible copper busbar, plain, insulated, 6 x 20 x 1"		99.98859749	 AED 367.42 	87.69	35		
"flexible copper busbar, plain, insulated, 6 x 24 x 1"		121.5963512	 AED 446.82 	106.64	35		
"flexible copper busbar, plain, insulated, 6 x 40 x 1"		212.1664766	 AED 779.63 	186.07	35		
"flexible copper busbar, plain, insulated, 6 x 15.5 x 0.8"		65.5986317	 AED 241.05 	57.53	35		
"flexible copper busbar, plain, insulated, 8 x 24 x 1"		163.7514253	 AED 601.73 	143.61	35		
"flexible copper busbar, plain, insulated, 8 x 50 x 1"		335.1311288	" AED 1,231.48 "	293.91	35		
"flexible copper busbar, tinned, insulated, 10 x 15.5 x 0.8"		123.6716078	 AED 454.45 	108.46	35		
"flexible copper busbar, tinned, insulated, 10 x 20 x 1"		237.8791334	 AED 874.12 	208.62	35		
"flexible copper busbar, tinned, insulated, 10 x 24 x 1"		256.3397948	 AED 941.95 	224.81	35		
"flexible copper busbar, tinned, insulated, 10 x 32 x 1"		329.5324971	" AED 1,210.91 "	289	35		
"flexible copper busbar, tinned, insulated, 10 x 40 x 1"		379.8859749	" AED 1,395.94 "	333.16	35		
"flexible copper busbar, tinned, insulated, 10 x 50 x 1"		486.0433295	" AED 1,786.03 "	426.26	35		
"flexible copper busbar, tinned, insulated, 10 x 63 x 1"		619.4070696	" AED 2,276.09 "	543.22	35		
"flexible copper busbar, tinned, insulated, 4 x 15.5 x 0.8"		62.51995439	 AED 229.74 	54.83	35		
"flexible copper busbar, tinned, insulated, 5 x 24 x 1"		119.8289624	 AED 440.33 	105.09	35		
"flexible copper busbar, tinned, insulated, 5 x 32 x 1"		184.5496009	 AED 678.15 	161.85	35		
"flexible copper busbar, tinned, insulated, 5 x 40 x 1"		223.386545	 AED 820.86 	195.91	35		
"flexible copper busbar, tinned, insulated, 5 x 50 x 1"		283.8540479	" AED 1,043.06 "	248.94	35		
"flexible copper busbar, tinned, insulated, 6 x 15.5 x 0.8"		78.6659065	 AED 289.07 	68.99	35		
"flexible copper busbar, tinned, insulated, 6 x 20 x 1"		119.8289624	 AED 440.33 	105.09	35		
"flexible copper busbar, tinned, insulated, 6 x 9 x 0.8"		54.91448119	 AED 201.79 	48.16	35		
"front cover section, for 4-pole systems"		45.02850627	 AED 165.46 	39.49	35		
fuse 30 A for version 9 A for motors with heavy-duty starting		20.672748	 AED 75.96 	18.13	35		
"fuse link 1 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 10 A, fast acting, 600 V AC"		34.32155074	 AED 126.12 	30.1	35		
"fuse link 10 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 100 A, fast acting, 600 V AC"		88.1299886	 AED 323.85 	77.29	35		
"fuse link 100 A, time delay, 600 V AC, 300 V DC"		95.81527936	 AED 352.09 	84.03	35		
"fuse link 12 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 125 A, fast acting, 600 V AC"		146.1003421	 AED 536.86 	128.13	35		
"fuse link 125 A, time delay, 600 V AC, 300 V DC"		191.7787913	 AED 704.72 	168.19	35		
"fuse link 15 A, fast acting, 600 V AC, 200 V DC"		34.32155074	 AED 126.12 	30.1	35		
"fuse link 15 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 150 A, fast acting, 600 V AC"		146.1003421	 AED 536.86 	128.13	35		
"fuse link 150 A, time delay, 600 V AC, 300 V DC"		191.7787913	 AED 704.72 	168.19	35		
"fuse link 175 A, fast acting, 600 V AC"		248.7913341	 AED 914.22 	218.19	35		
"fuse link 175 A, time delay, 600 V AC, 300 V DC"		191.7787913	 AED 704.72 	168.19	35		
"fuse link 2 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 20 A, fast acting, 600 V AC, 200 V DC"		34.32155074	 AED 126.12 	30.1	35		
"fuse link 20 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 200 A, fast acting, 600 V AC"		219.1790194	 AED 805.40 	192.22	35		
"fuse link 200 A, time delay, 600 V AC, 300 V DC"		191.7787913	 AED 704.72 	168.19	35		
"fuse link 25 A, fast acting, 600 V AC, 200 V DC"		34.32155074	 AED 126.12 	30.1	35		
"fuse link 25 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 250 A, fast acting, 600 V AC"		366.2827822	" AED 1,345.95 "	321.23	35		
"fuse link 250 A, time delay, 600 V AC, 300 V DC"		383.4549601	" AED 1,409.06 "	336.29	35		
"fuse link 3 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 30 A, fast acting, 600 V AC, 200 V DC"		34.32155074	 AED 126.12 	30.1	35		
"fuse link 30 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 300 A, fast acting, 600 V AC"		556.8187001	" AED 2,046.10 "	488.33	35		
"fuse link 300 A, time delay, 600 V AC, 300 V DC"		383.4549601	" AED 1,409.06 "	336.29	35		
"fuse link 35 A, fast acting, 600 V AC, 175 V DC"		52.51995439	 AED 192.99 	46.06	35		
"fuse link 35 A, time delay, 600 V AC, 300 V DC"		57.65108324	 AED 211.85 	50.56	35		
"fuse link 350 A, fast acting, 600 V AC"		366.2827822	" AED 1,345.95 "	321.23	35		
"fuse link 350 A, time delay, 600 V AC, 300 V DC"		383.4549601	" AED 1,409.06 "	336.29	35		
"fuse link 4 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 40 A, fast acting, 600 V AC, 175 V DC"		52.51995439	 AED 192.99 	46.06	35		
"fuse link 40 A, time delay, 600 V AC, 300 V DC"		57.65108324	 AED 211.85 	50.56	35		
"fuse link 400 A, fast acting, 600 V AC"		556.8187001	" AED 2,046.10 "	488.33	35		
"fuse link 400 A, time delay, 600 V AC, 300 V DC"		383.4549601	" AED 1,409.06 "	336.29	35		
"fuse link 45 A, time delay, 600 V AC, 300 V DC"		57.65108324	 AED 211.85 	50.56	35		
"fuse link 50 A, fast acting, 600 V AC, 175 V DC"		52.51995439	 AED 192.99 	46.06	35		
"fuse link 50 A, time delay, 600 V AC, 300 V DC"		57.65108324	 AED 211.85 	50.56	35		
"fuse link 6 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 60 A, fast acting, 600 V AC, 175 V DC"		52.51995439	 AED 192.99 	46.06	35		
"fuse link 60 A, time delay, 600 V AC, 300 V DC"		57.65108324	 AED 211.85 	50.56	35		
"fuse link 70 A, fast acting, 600 V AC"		88.1299886	 AED 323.85 	77.29	35		
"fuse link 70 A, time delay, 600 V AC, 300 V DC"		95.81527936	 AED 352.09 	84.03	35		
"fuse link 8 A, time delay, 600 V AC, 300 V DC"		29.72633979	 AED 109.23 	26.07	35		
"fuse link 80 A, fast acting, 600 V AC"		88.1299886	 AED 323.85 	77.29	35		
"fuse link 80 A, time delay, 600 V AC, 300 V DC"		95.81527936	 AED 352.09 	84.03	35		
"fuse link 90 A, time delay, 600 V AC, 300 V DC"		95.81527936	 AED 352.09 	84.03	35		
"gauge ring tool, D01 - D03"		15.16533637	 AED 55.73 	13.3	35		
hammer-head screw for TCC-profile	 PCS 	 $11.46 	 AED 42.11 	 € 10.05 	35		
"handle for door coupling drive, yellow-red, "		127.9475485	 AED 470.16 	112.21	35		
"holder for cylindrical fuses, 10 x 38 / 1P / LED"	 PCS 	 $12.04 	 AED 44.25 	 € 10.56 	35		
"holder for cylindrical fuses, 10 x 38 / 1P + N"	 PCS 	 $12.37 	 AED 45.46 	 € 10.85 	35		
"holder for cylindrical fuses, 10 x 38 / 1P/N"	 PCS 	 $12.37 	 AED 45.46 	 € 10.85 	35		
"holder for cylindrical fuses, 10 x 38 / 3P/N"		24.23033067	 AED 89.04 	21.25	35		
"holder for cylindrical fuses, 10 x 85 / 1P"		15.27936146	 AED 56.15 	13.4	35		
"holder for cylindrical fuses, 10x38 / 1P / LED"	 SETS 	 $11.63 	 AED 42.74 	 € 10.20 	35		
"holder for cylindrical fuses, 10x38 / 2P"	 PCS 	 $11.85 	 AED 43.53 	 € 10.39 	35		
"holder for cylindrical fuses, 10x38 / 2P"	 PCS 	 $13.28 	 AED 48.81 	 € 11.65 	35		
"holder for cylindrical fuses, 10x38 / 3P"		17.7309008	 AED 65.15 	15.55	35		
"holder for cylindrical fuses, 10x38 / 3P + N"		24.23033067	 AED 89.04 	21.25	35		
"holder for cylindrical fuses, 14 x 51 / 1P"		20.95781072	 AED 77.01 	18.38	35		
"holder for cylindrical fuses, 14x51 / 1P"		19.08779932	 AED 70.14 	16.74	35		
"holder for cylindrical fuses, 14x51 / 1P + N"		40.87799316	 AED 150.21 	35.85	35		
"holder for cylindrical fuses, 14x51 / 2P"		38.08437856	 AED 139.95 	33.4	35		
"holder for cylindrical fuses, 14x51 / 3P"		57.17217788	 AED 210.09 	50.14	35		
"holder for cylindrical fuses, 14x51 / 3P + N"		80.5359179	 AED 295.94 	70.63	35		
"holder for cylindrical fuses, 22 x 58 / 1P"		26.95553022	 AED 99.05 	23.64	35		
"holder for cylindrical fuses, 22 x 58 / 1P + N"		57.58266819	 AED 211.60 	50.5	35		
"holder for cylindrical fuses, 22 x 58 / 2P"		53.84264538	 AED 197.85 	47.22	35		
"holder for cylindrical fuses, 22 x 58 / 3P"		80.7981756	 AED 296.90 	70.86	35		
"holder for cylindrical fuses, 22 x 58 / 3P + N"		111.3797035	 AED 409.28 	97.68	35		
"holder for cylindrical fuses, Class CC / 1P"		14.0022805	 AED 51.45 	12.28	35		
"holder for cylindrical fuses, Class CC / 1P"		15.09692132	 AED 55.48 	13.24	35		
"holder for cylindrical fuses, Class CC / 2P"		17.79931585	 AED 65.41 	15.61	35		
"holder for cylindrical fuses, Class CC / 3P"		26.71607754	 AED 98.17 	23.43	35		
"holder for cylindrical fuses, Class J / 1P, box terminal 50 mm²"		30.54732041	 AED 112.25 	26.79	35		
"holder for cylindrical fuses, Class J / 1P, box terminal 50 mm²"		35.16533637	 AED 129.22 	30.84	35		
"holder for cylindrical fuses, Class J / 2P, box terminal 50 mm²"		61.17445838	 AED 224.79 	53.65	35		
"holder for cylindrical fuses, Class J / 2P, box terminal 50 mm²"		70.46750285	 AED 258.94 	61.8	35		
"holder for cylindrical fuses, Class J / 3P, box terminal"		121.368301	 AED 445.98 	106.44	35		
"holder for cylindrical fuses, Class J / 3P, box terminal 50 mm²"		91.72177879	 AED 337.04 	80.44	35		
"holder for cylindrical fuses, Class J / 3P, box terminal 50 mm²"		105.6442417	 AED 388.20 	92.65	35		
"holder for cylindrical fuses, Class J / 3P, terminal 150 mm²"		309.3158495	" AED 1,136.62 "	271.27	35		
"holder for cylindrical fuses, Class J / 3P, terminal 300 mm²"		621.0148233	" AED 2,282.00 "	544.63	35		
"holder for cylindrical fuses, for semiconductor fuses"	 PCS 	 $13.07 	 AED 48.02 	 € 11.46 	35		
"holder for cylindrical fuses, for semiconductor fuses"		88.90535918	 AED 326.69 	77.97	35		
"holder for cylindrical fuses, N left mounted, 14 x 51 / 3P + N"		80.5359179	 AED 295.94 	70.63	35		
"holder for cylindrical fuses, N left mounted, 22 x 58 / 3P + N"		111.3797035	 AED 409.28 	97.68	35		
"holder for cylindrical fuses, with LED, 10 x 38 / 2P"		21.98403649	 AED 80.78 	19.28	35		
"holder for cylindrical fuses, with LED, 10 x 38 / 3P"		32.94184721	 AED 121.05 	28.89	35		
"holder for cylindrical fuses, with LED, 14 x 51 / 1P"		25.9977195	 AED 95.53 	22.8	35		
"holder for cylindrical fuses, with LED, 14 x 51 / 3P"		77.89053592	 AED 286.22 	68.31	35		
"holder for cylindrical fuses, with LED, 22 x 58 / 1P"		33.81984036	 AED 124.28 	29.66	35		
"holder for cylindrical fuses, with LED, 22 x 58 / 3P"		101.4823261	 AED 372.91 	89	35		
"holder for cylindrical fuses, with LED, Class CC / 2P"		27.95895097	 AED 102.74 	24.52	35		
"holder for cylindrical fuses, with LED, Class CC / 3P"		41.96123147	 AED 154.19 	36.8	35		
